# Acesta este un export al documentului cu Statistica Pe Candidați de
# pe site-ul BEC oficial, de aici http://www.becparlamentare2012.ro/statistici%20rezultate%20finale.html
#
# Acest fișier este folosit de results_2012_import.php pentru a asocia
# un număr de voturi cu fiecare candidat în parte și a le adăuga în baza
# noastră de date în tabelele proprii.
#
# NUME,NumeCompetitor,Nr circumscriptie,Nume circ,Colegiu senat,Colegiu Deputati,Total voturi pe colegiu,Total alegatori prezenti,Voturi Obtinute de candidat,Mandat Atribuit,Procent
#
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,28,MUREŞ,,5,21826,22890,33,0,0.15%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,28,MUREŞ,,5,21826,22890,35,0,0.16%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,28,MUREŞ,,5,21826,22890,31,0,0.14%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,28,MUREŞ,,5,21826,22890,56,0,0.26%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,28,MUREŞ,,4,24386,25472,21,0,0.09%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,27,0,0.11%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,81,0,0.33%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,32,0,0.13%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,28,MUREŞ,,5,21826,22890,38,0,0.17%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,28,MUREŞ,,5,21826,22890,21,0,0.10%
MAN TUDOR-EDUARD,PARTIDUL ECOLOGIST ROMÂN,28,MUREŞ,,4,24386,25472,74,0,0.30%
AVRAM IOAN-FLORIN,PARTIDUL ROMÂNIA MARE,28,MUREŞ,,4,24386,25472,491,0,2.01%
PALOSI CSABA,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,28,MUREŞ,,4,24386,25472,303,0,1.24%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,19,0,0.08%
FODOR ALEXANDRU-IOSIF,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,4042,0,16.58%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,19,0,0.08%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,22,0,0.09%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,17,0,0.07%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,17,0,0.07%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,36,0,0.15%
URCAN IONAŞ-FLORIN,ALIANŢA ROMÂNIA DREAPTĂ,28,MUREŞ,,4,24386,25472,4204,1,17.24%
IGNAT MIRCEA,PARTIDUL POPORULUI - DAN DIACONESCU,28,MUREŞ,,4,24386,25472,3086,0,12.65%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",28,MUREŞ,,4,24386,25472,125,0,0.51%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,15,0,0.06%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,26,0,0.11%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,49,0,0.20%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,81,0,0.33%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,28,MUREŞ,,4,24386,25472,24,0,0.10%
CHIOREAN ANGHEL,PARTIDUL POPORULUI - DAN DIACONESCU,28,MUREŞ,,3,23606,24959,1562,0,6.62%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,40,0,0.17%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,39,0,0.17%
BUTIULCA MANUEL-AUGUSTIN,UNIUNEA SOCIAL LIBERALĂ,28,MUREŞ,,4,24386,25472,11527,0,47.27%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,14,0,0.06%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,28,MUREŞ,,4,24386,25472,34,0,0.14%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,17,0,0.07%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,65,0,0.28%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,28,MUREŞ,,3,23606,24959,47,0,0.20%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,31,0,0.13%
KELEMEN ATILLA-BÉLA-LÁSZLÓ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,13528,1,57.31%
LUKACS LORAND-ISTVAN,UNIUNEA SOCIAL LIBERALĂ,28,MUREŞ,,3,23606,24959,5799,0,24.57%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,64,0,0.27%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",28,MUREŞ,,3,23606,24959,321,0,1.36%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,33,0,0.14%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,48,0,0.20%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,17,0,0.07%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,18,0,0.08%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,42,0,0.18%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,40,0,0.17%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,67,0,0.28%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,119,0,0.50%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,28,MUREŞ,,3,23606,24959,31,0,0.13%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,28,MUREŞ,,3,23606,24959,49,0,0.21%
OPRIŞCAN MIHAI-DORU,ALIANŢA ROMÂNIA DREAPTĂ,28,MUREŞ,,2,29530,30279,4414,0,14.95%
PRESECAN ALEXANDRU,PARTIDUL POPORULUI - DAN DIACONESCU,28,MUREŞ,,2,29530,30279,1254,0,4.25%
BOROS ZOLTAN-FRANCISC-LADISLAU,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,28,MUREŞ,,2,29530,30279,1084,0,3.67%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,38,0,0.13%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,7,0,0.02%
GIURGEA TEODOR,ALIANŢA ROMÂNIA DREAPTĂ,28,MUREŞ,,3,23606,24959,1629,0,6.90%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,5,0,0.02%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,79,0,0.27%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,28,MUREŞ,,2,29530,30279,9,0,0.03%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,32,0,0.11%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,7,0,0.02%
BUICU CORNELIU-FLORIN,UNIUNEA SOCIAL LIBERALĂ,28,MUREŞ,,2,29530,30279,11980,1,40.57%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,13,0,0.04%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,3,0,0.01%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,6,0,0.02%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,5,0,0.02%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,7,0,0.02%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,28,MUREŞ,,2,29530,30279,6,0,0.02%
LOKODI EDITA-EMÖKE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,10463,0,35.43%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,17,0,0.06%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,14,0,0.05%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",28,MUREŞ,,2,29530,30279,73,0,0.25%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,5,0,0.02%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,28,MUREŞ,,2,29530,30279,9,0,0.03%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,5,0,0.02%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,10,0,0.04%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,7,0,0.03%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,15,0,0.05%
KEREKES KAROLY,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,12209,1,43.88%
SÎMPĂLEAN DAN-ŞTEFAN,UNIUNEA SOCIAL LIBERALĂ,28,MUREŞ,,1,27822,28383,8965,0,32.22%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,16,0,0.06%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,7,0,0.03%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,28,MUREŞ,,1,27822,28383,12,0,0.04%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,9,0,0.03%
ROMAN IOANA-DANA,ALIANŢA ROMÂNIA DREAPTĂ,28,MUREŞ,,1,27822,28383,3322,0,11.94%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,6,0,0.02%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,16,0,0.06%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",28,MUREŞ,,1,27822,28383,32,0,0.12%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,3,0,0.01%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,28,MUREŞ,,1,27822,28383,4,0,0.01%
AMZA MĂRGĂRIT-CONSTANTIN,PARTIDUL ROMÂNIA MARE,28,MUREŞ,,1,27822,28383,539,0,1.94%
PORTIK VILMOS-LÁSZLÓ,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,28,MUREŞ,,1,27822,28383,1569,0,5.64%
ŞOVA DAN-COMAN,UNIUNEA SOCIAL LIBERALĂ,30,OLT,3,,49213,51306,32297,1,65.63%
BONCIDAI CSABA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,3,,49213,51306,83,0,0.17%
CIOLCA LONGIN,PARTIDUL ROMÂNIA MARE,30,OLT,3,,49213,51306,924,0,1.88%
VÂNTU MIRCEA,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,3,,49213,51306,12276,0,24.94%
POPA VASILE,PARTIDUL ROMÂNIA MARE,30,OLT,2,,77479,80164,1854,0,2.39%
PĂUNESCU TEIU,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,2,,77479,80164,18626,1,24.04%
SZÜCS IOAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,2,,77479,80164,150,0,0.19%
STĂNCESCU ALINA-MARGARETA,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,2,,77479,80164,7071,0,9.13%
NIŢĂ MIHAI,UNIUNEA SOCIAL LIBERALĂ,30,OLT,2,,77479,80164,49778,1,64.25%
CĂPĂŢÎNĂ MARIAN ADRIAN,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,3,,49213,51306,3633,0,7.38%
ADAM LUMINIŢA-PACHEL,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,,7,25204,26119,7242,1,28.73%
CHIRIMBU ANGEL-DELANO,PARTIDUL ROMÂNIA MARE,30,OLT,1,,54457,56814,1519,0,2.79%
FLORESCU MARIAN,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,1,,54457,56814,8929,0,16.40%
BEREK STEFAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,1,,54457,56814,165,0,0.30%
KOVACS CAROL-EMIL,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,1,,54457,56814,3489,0,6.41%
VÂLCOV DARIUS-BOGDAN,UNIUNEA SOCIAL LIBERALĂ,30,OLT,1,,54457,56814,40355,1,74.10%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,18,0,0.07%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,9,0,0.04%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,30,OLT,,7,25204,26119,25,0,0.10%
STĂNESCU ALEXANDRU,UNIUNEA SOCIAL LIBERALĂ,30,OLT,,7,25204,26119,15795,1,62.67%
FEHÉR TAMÁS-LÉNÁRD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,,7,25204,26119,13,0,0.05%
PIŢA GHEORGHE,PARTIDUL ROMÂNIA MARE,30,OLT,,7,25204,26119,383,0,1.52%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,20,0,0.08%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,6,0,0.02%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,30,OLT,,7,25204,26119,16,0,0.06%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,30,OLT,,7,25204,26119,23,0,0.09%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,37,0,0.15%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,29,0,0.12%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,30,OLT,,7,25204,26119,24,0,0.10%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,30,OLT,,7,25204,26119,10,0,0.04%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,16,0,0.06%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",30,OLT,,7,25204,26119,39,0,0.15%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,7,0,0.03%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,30,OLT,,7,25204,26119,10,0,0.04%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,30,OLT,,6,24231,25187,11,0,0.05%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,30,OLT,,6,24231,25187,22,0,0.09%
CIUCU GHEORGHE ALIN SORIN,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,,7,25204,26119,1429,0,5.67%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,30,OLT,,7,25204,26119,25,0,0.10%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,22,0,0.09%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,30,OLT,,7,25204,26119,6,0,0.02%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",30,OLT,,6,24231,25187,44,0,0.18%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,30,OLT,,6,24231,25187,12,0,0.05%
MIREA SIMINICA,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,,6,24231,25187,2154,0,8.89%
ŞTIRBU GIGEL-SORINEL,UNIUNEA SOCIAL LIBERALĂ,30,OLT,,6,24231,25187,16015,1,66.09%
BÁNTÓ ZSOLT-NORBERT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,,6,24231,25187,23,0,0.09%
BONDOC GHEORGHE,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,,6,24231,25187,5097,0,21.04%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,30,OLT,,6,24231,25187,23,0,0.09%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,21,0,0.09%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,2,0,0.01%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,30,OLT,,6,24231,25187,17,0,0.07%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,52,0,0.21%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,51,0,0.21%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,13,0,0.05%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,8,0,0.03%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,30,OLT,,6,24231,25187,19,0,0.08%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,18,0,0.07%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,6,0,0.02%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,30,OLT,,6,24231,25187,31,0,0.13%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,19,0,0.07%
CÎRCIU DAN-CRISTIAN,ALIANŢA ROMÂNIA DREAPTĂ,30,OLT,,5,27547,28428,1492,0,5.42%
CIOCAN DAN,UNIUNEA SOCIAL LIBERALĂ,30,OLT,,5,27547,28428,17954,1,65.18%
MIRCEA DOMI,PARTIDUL ROMÂNIA MARE,30,OLT,,6,24231,25187,569,0,2.35%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,7,0,0.03%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,30,OLT,,6,24231,25187,16,0,0.07%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,30,OLT,,5,27547,28428,16,0,0.06%
DEMIAN ZSOLT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,,5,27547,28428,30,0,0.11%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,12,0,0.04%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,30,OLT,,5,27547,28428,69,0,0.25%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,53,0,0.19%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,26,0,0.09%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,6,0,0.02%
NICULESCU DUMITRU,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,,5,27547,28428,7152,1,25.96%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,30,OLT,,5,27547,28428,20,0,0.07%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,30,OLT,,5,27547,28428,15,0,0.05%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",30,OLT,,5,27547,28428,112,0,0.41%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,6,0,0.02%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,30,OLT,,5,27547,28428,17,0,0.06%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,14,0,0.05%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,12,0,0.04%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,30,OLT,,5,27547,28428,17,0,0.06%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,30,OLT,,5,27547,28428,12,0,0.04%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,15,0,0.05%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,OLT,,4,25174,26120,11,0,0.04%
DELUREANU VIRGIL,UNIUNEA SOCIAL LIBERALĂ,30,OLT,,4,25174,26120,16118,1,64.03%
CSÜDÖM ISTVÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,30,OLT,,4,25174,26120,25,0,0.10%
GHIDĂNAC MELANIA,PARTIDUL ROMÂNIA MARE,30,OLT,,4,25174,26120,334,0,1.33%
IONESCU STELIAN-CĂTĂLIN,PARTIDUL ROMÂNIA MARE,30,OLT,,5,27547,28428,473,0,1.72%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,30,OLT,,5,27547,28428,5,0,0.02%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,30,OLT,,4,25174,26120,6,0,0.02%
COPILĂU JENEL,PARTIDUL POPORULUI - DAN DIACONESCU,30,OLT,,4,25174,26120,5207,0,20.68%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,30,OLT,,4,25174,26120,16,0,0.06%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,30,OLT,,4,25174,26120,53,0,0.21%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,30,OLT,,4,25174,26120,16,0,0.06%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,30,OLT,,4,25174,26120,18,0,0.07%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,30,OLT,,4,25174,26120,19,0,0.08%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,30,OLT,,4,25174,26120,50,0,0.20%
